,Kanji,Word,Meaning
647,営業外費用,えいぎょうがいひよう,ค่าใช้จ่ายอื่นที่ไม่เกี่ยวกับการดำเนินงาน (non-operating expense)
648,駅番号,えきばんごう,หมายเลขสถานีรถไฟ
649,エンジンベルト,えんじんべると,สายพานเครื่องยนต์
650,絵になる,えになる,"1.งดงาม,ตระการตา,สวยงามเป็นรูปภาพได้ 2.สวยงามเข้ากับสถานที่ "
651,腋臭症,えきしゅうしょう,โรคมีกลิ่นตัวรุนแรง
652,恵方巻き,えほうまき,เอโฮมากิ หรือ ซูชิโรลขนาดใหญ่ เชื่อกันว่าให้กินโดยหันไปในทิศแห่งความสุขของปีนั้น ๆ ซึ่งจะทำให้โชคดีมีความสุข
653,衛星竜巻,えいせいたつまき,"พายุทอร์นาโดดาวเทียม,พายุทอร์นาโดขนาดเล็ก (Satellite tornado) คือ พายุทอร์นาโดลูกเล็กที่เกิดขึ้นข้างๆพายุทอร์นาโดลูกใหญ่"
654,炎炎,えんえん,"(สภาพไฟ) ลุกไหม้รุนแรง,ลุกไหม้ปกคลุม"
655,奄奄・エンエン,えんえん,"1.สภาพหายใจทรุด,หายใจแผ่ว 2.อย่างแผ่วเบา"
656,塩化水素,えんかすいそ,ไฮโดรเจนคลอไรด์ (Hydrogen chloride) สูตรโมเลกุลว่า HCl เป็นก๊าซมีพิษ ไม่มีสี มีฤทธิ์กัดกร่อน เมื่อสัมผัสความชื้นจะเกิดควันสีขาว
657,絵空事の詐欺,えそらごとのさぎ,การต้มตุ๋นโดยแต่งเรื่องเพ้อฝันหลอกคน
658,営業効果,えいぎょうこうか,"ผลลัพท์ในการขาย,ผลลัพท์ในการดำเนินกิจการ"
659,栄養源,えいようげん,"แหล่งสารอาหาร,แหล่งโปรตีน"
660,えんえん,えんえん,(สภาพร้องไห้) แงๆ **ใช้กับเด็ก คู่กับกริยา 泣く
661,営業庶務,えいぎょうしょむ,งานธุรการทั่วไปด้านการขาย
662,Nシステム,えぬシステム,เครื่องอ่านทะเบียนรถยนต์อัตโนมัติ (ย่อจาก 自動車ナンバー自動読取装置)
663,冤罪事件,えんざいじけん,คดีกล่าวโทษคนบริสุทธิ์
664,液状化,えきじょうか,1.กลายสภาวะเป็นของเหลว 2.ทำให้กลายเป็นของเหลว
665,円憤,えんぷん,ที่ฝังศพโบราณขนาดใหญ่รูปทรงกลมที่สร้างด้วยการถมดินยกสูงขึ้นจากผิวดิน
666,映像製作会社,えいぞうせいさくかいしゃ,บริษัทผู้ผลิตภาพยนต์
667,笑み,えみ,1.รอยยิ้ม 2.ดอกไม้ผลิบาน
668,笑みを浮かべる,えみをうかべる,"แสดงรอยยิ้ม,โชว์ยิ้ม,มีรอยยิ้ม"
669,笑みをこぼす,えみをこぼす,"ยิ้ม,หลุดยิ้ม"
670,絵に描いたよう,えにかいたよう,1.เปรียบเปรยว่าสวยและยอดเยี่ยม (เช่น 絵に描いたようなみごとな眺め) 2.เปรียบเปรยว่าเป็นเช่นนั้นอย่างแท้จริง (เช่น 幸せを絵に描いたような家庭)
671,遠慮解釈もない,えんりょかいしゃくもない,"ทำโดยไม่เกรงใจ,ทำโดยไม่แคร์"
672,遠慮解釈もなく,えんりょかいしゃくもなく,"โดยไม่เกรงใจ,โดยไม่แคร์"
673,遠慮解釈,えんりょかいしゃく,"เกรงใจ,แคร์,ใส่ใจความรู้สึก"
674,遠慮解釈なしに,えんりょかいしゃくなしに,"โดยไม่เกรงใจ,โดยไม่แคร์"
675,延命治療,えんめいちりょう,การรักษาเพื่อยืดชีวิต
676,延命目的,えんめいもくてき,"เป้าหมายเพื่อต่อชีวิต,วัตถุประสงค์เพื่อยืดชีวิต"
677,遠隔転移,えんかくてんい,"(เชื้อมะเร็งเป็นต้น) การแพร่กระจายไปอวัยวะอื่น,การลามไปยังอวัยวะอื่น"
678,笑顔を貼りつけたまま•笑顔を張り付けたまま,えがおをはりつけたまま,"สีหน้ายิ้มแย้ม,ใบหน้ายิ้มแย้ม"
679,海老蒸し餃子•えび蒸し餃子,えびむしぎょうざ,ฮะเก๋า
680,エーイーディー,えーいーでぃー,เครื่องกระตุกหัวใจไฟฟ้าภายนอกชนิดอัตโนมัติ (Automated External Defibrillators/AED)
681,エモい•エモイ,えもい,"1.สุดยอด,โดนใจ (มาจาก Emotional) 2.(ใช้กับเพลง หรือ ดนตรี) โดน,เพราะ,กินใจ "
682,炎上商法,えんじょうしょうほう,การตลาดเชิงสร้างกระแสดราม่า (ทำให้เกิดประเด็นขึ้นในสังคมเพื่อเพิ่มการรับรู้)
683,炎上マーケティング,えんじょマーケティング,การตลาดเชิงสร้างกระแสดราม่า (ทำให้เกิดประเด็นขึ้นในสังคมเพื่อเพิ่มการรับรู้)
684,選びきれない,えらびきれない,"รักพี่เสียดายน้อง,เลือกไม่ถูก"
685,英会話学校,えいかいわがっこう,โรงเรียนสอนพูดภาษาอังกฤษ
686,英会話教室,えいかいわきょうしつ,ห้องเรียนสนทนาภาษาอังกฤษ
687,栄養価が高い,えいようかがたかい,"คุณค่าทางอาหารสูง,คุณค่าทางโภชนาการสูง"
688,えぇ～,えぇ～,"จริงดิ,เฮ้ยยย (จริงปะเนี่ย)"
689,得るところもあるが失うところもある,えるところもあるがうしなうところもある,"ได้อย่างเสียอย่าง,มีทั้งข้อดีและข้อเสีย"
690,英才教育,えいさいきょういく,ระบบการศึกษาเด็กปัญญาเลิศ (Gifted Child education) 
691,狗尾草•エノコログサ,えのころぐさ,หญ้าป่า (Setaria viridis)
692,栄華,えいが,"ฟุ่มเฟือย,หรูหรา,ฟู่ฟ่า"
693,栄花,えいが,"ฟุ่มเฟือย,หรูหรา,ฟู่ฟ่า"
694,営利目的所持,えいりもくてきしょじ,การครอบครองเพื่อการค้า
695,栄養補助食品,えいようほじょしょくひん,"อาหารเสริม,อาหารรับประทานเสริม,อาหารบำรุงสุขภาพเสริม"
696,笑みがこぼれる,えみがこぼれる,"หลุดยิ้ม,เผลอยิ้ม"
697,エビ養殖所,えびようしょくじょ,ฟาร์มกุ้ง
698,縁起でもない,えんぎでもない,"ลางไม่ดี,ส่อแววไม่ดี,ไม่ใช่เรื่องน่าพึงประสงค์"
699,臙脂色,えんじいろ,"สีแดงเข้ม,สีเลือดหมู"
700,鉛丹,えんたん,ตะกั่วแดง
701,延長区間,えんちょうくかん,ส่วนต่อขยาย (ของรถไฟ)
702,円満退社,えんまんたいしゃ,"การลาออกโดยดี,การลาออกโดยสมัครใจทั้งสองฝ่าย"
703,液体歯磨き粉,えきたいはみがきこな,ยาสีฟันชนิดน้ำ
704,縁がある,えんがある,"มีวาสนา,มีพรหมลิขิต,มีชะตาลิขิต (ต่อกัน) "
705,縁がない,えんがない,"ไม่มีวาสนา,ไม่มีพรหมลิขิต,ไม่มีชะตาลิขิต (ต่อกัน) "
706,縁あって,えんあって,"อย่างมีวาสนา,มีพรหมลิขิต,มีชะตาลิขิต (ต่อกัน) "
707,縁があって,えんがあって,"อย่างมีวาสนา,มีพรหมลิขิต,มีชะตาลิขิต (ต่อกัน) "
708,永久債,えいきゅうさい,หุ้นกู้ชั่วนิรันดร์ (Perpetual Bond)
709,演技力,えんぎりょく,พลัง หรือ ความสามารถในการแสดง
710,栄養補給料理,えいようほきゅうりょうり,"อาหารเสริมพลังงาน,อาหารโด๊ป"
711,栄養士,えいようし,"นักกำหนดอาหาร,นักโภชนาการ (Dietitian)"
712,円背,えんぱい,หลังค่อม (ลักษณะหลังงอและคอยื่นไปข้างหน้า)
713,縁組み・縁組,えんぐみ,1.การสมรส 2.(ทางกฎหมาย) การรับเป็นบุตร
714,"<a href=""/dictionary/show/80155"">エロい・えろい</a>",えろい,"เซ็กซี่,เอ็กซ์,เห็นแล้วมีอารมณ์"
715,映写幕,えいしゃまく,"จอสกรีน,จอโปรเจคเตอร์"
716,円錐花序,えんすいかじょ,ช่อแขนง panicle ช่อดอกที่แตกแขนงจากแกนกลางก่อนที่จะมีดอกย่อยที่มีก้านดอก
717,叡感,えいかん,(จักรพรรดิ์ หรือ คนสูงศักดิ์) ชื่นชม หรือ สรรเสริญ
718,桟竹・エツリ竹,えつりだけ,ไม้ไผ่ค้ำยัน (ใต้หลังคามุงจาก หรือ บ้านโบราณแบบญี่ปุ่น)
719,詠草,えいそう,ร่างบทกวี
720,似非学問・えせ学問,えせがくもん,"วิชาการปลอมๆ,ความรู้ที่ไม่น่าเชื่อถือ"
721,円借款,えんしゃっかん,การให้กู้ยืมเงินเป็นสกุลเงินเย็น ของหน่วยงานรัฐของประเทศญี่ปุ่นต่อประเทศกำลังพัฒนาเพื่อนำไปใช้ในการพัฒนาระบบสาธารณูปโภคต่างๆ เป็นต้น
722,営業課,えいぎょうか,แผนกขาย
723,"<a href=""/dictionary/show/80610"">映画音楽</a>",えいがおんがく,"เพลงภาพยนต์,เพลงหนัง"
724,恵比寿,えびす,ชื่อสถานที่ เอบิสึ (Ebisu)
725,営業職,えいぎょうしょく,"งานขาย,งานเซลล์"
726,営業時間短縮,えいぎょうじかんたんしゅく,การลดเวลาเปิดทำการลง
727,嚥下痛,えんげつう,เจ็บคอเวลากลืนอาหาร
728,"<a href=""/dictionary/show/81226"">エチエチ</a>",えちえち,"เซ็กซี่,เอ็กซ์,โป๊,ยั่วยวน"
729,閻魔王,えんまおう,"พญายม,พระยม,พระยมราช หรือ มัจจุราช "
730,閻魔王の使者,えんまおうのししゃ,"ยมบาล,นิรยบาล"
731,閻魔大王,えんまだいおう,"พญายม,พระยม,พระยมราช หรือ มัจจุราช "
732,閻王,えんおう,"พญายม,พระยม,พระยมราช หรือ มัจจุราช "
733,閻魔,えんま,"พญายม,พระยม,พระยมราช หรือ มัจจุราช "
734,延長決定,えんちょうけってい,ตัดสินใจยืดออกไป หรือ ต่อเวลาออกไป
735,沿岸漁業,えんがんぎょぎょう,ประมงชายฝั่ง (Inshore Fisheries)
736,鋭気に満ちた目,えいきにみちため,สายตาที่เปี่ยมด้วยความหึกเหิม
737,画を繋ぐ・画をつなぐ,えをつなぐ,ตัดต่อภาพมาเชื่อมติดกัน (ภาพเคลื่อนไหว)
738,えせ同和行為,えせどうわこうい,พฤติกรรมขูดรีดเงิน หรือ ข่มขู่โดยอ้างปัญหาความไม่เสมอภาค หรือ เท่าเทียม
739,駅売店,えきばいてん,ร้านค้าในสถานีรถไฟ
740,営業不許可,えいぎょうふきょか,ไม่อนุญาตให้ดำเนินธุรกิจ
741,閲覧数,えつらんすう,"ยอดผู้เข้าชม,ยอดวิว,เพจวิว"
742,遠距離勤務,えんきょりきんむ,การทำงานทางไกล (ผ่านคอมพิวเตอร์ เป็นต้น)
743,えぐみ,えぐみ,"รสออกขม,ออกขม"
744,縁起が良くない,えんぎがよくない,"ไม่เป็นมงคล,ฤกษ์ไม่ดี"
745,縁起が悪い,えんぎがわるい,"ไม่เป็นมงคล,ฤกษ์ไม่ดี"
746,叡王戦,えいおうせん,การแข่งขันหมากรุกรายการเอโอ เป็น 1 ใน 8 รายการแข่งหมากรุกที่ยิ่งใหญ่สุดของประเทศญี่ปุ่น
